t1-hindsight-readme	https://raw.githubusercontent.com/obsidianforensics/hindsight/main/README.md	200	4172
t1-hindsight-repo	https://api.github.com/repos/obsidianforensics/hindsight	200	5417
t1-hindsight-release	https://api.github.com/repos/obsidianforensics/hindsight/releases/latest	200	18183
t1-hindsight-license	https://api.github.com/repos/obsidianforensics/hindsight/license	200	16568
t1-autopsy-site	https://www.sleuthkit.org/autopsy/	200	11846
t1-autopsy-download	https://www.sleuthkit.org/autopsy/download.php	200	44218
t1-autopsy-repo	https://api.github.com/repos/sleuthkit/autopsy	200	6390
t1-autopsy-release	https://api.github.com/repos/sleuthkit/autopsy/releases/latest	200	8073
t1-sleuthkit-repo	https://api.github.com/repos/sleuthkit/sleuthkit	200	6496
t1-plaso-docs	https://plaso.readthedocs.io/en/latest/	200	13116
t1-plaso-repo	https://api.github.com/repos/log2timeline/plaso	200	6389
t1-plaso-release	https://api.github.com/repos/log2timeline/plaso/releases/latest	200	4826
t1-plaso-readme	https://raw.githubusercontent.com/log2timeline/plaso/main/README.md	200	1799
t1-timesketch-site	https://timesketch.org/	200	37107
t1-timesketch-repo	https://api.github.com/repos/google/timesketch	200	6429
t1-timesketch-install	https://timesketch.org/guides/admin/install/	200	47185
t1-timesketch-docker-compose	https://raw.githubusercontent.com/google/timesketch/master/docker/release/docker-compose.yml	200	7497
t1-timesketch-deploy-sh	https://raw.githubusercontent.com/google/timesketch/master/contrib/deploy_timesketch.sh	200	9176
t1-velociraptor-repo	https://api.github.com/repos/Velocidex/velociraptor	200	6550
t1-velociraptor-release	https://api.github.com/repos/Velocidex/velociraptor/releases/latest	200	44679
t1-velociraptor-offline	https://docs.velociraptor.app/docs/offline_triage/	200	353
t1-ez-tools	https://ericzimmerman.github.io/	200	31761
t1-kapefiles-repo	https://api.github.com/repos/EricZimmerman/KapeFiles	200	5555
t1-getzimmermantools	https://raw.githubusercontent.com/EricZimmerman/Get-ZimmermanTools/master/README.md	200	303
t1-sqlitebrowser-dl	https://sqlitebrowser.org/dl/	200	9020
t1-sqlitebrowser-repo	https://api.github.com/repos/sqlitebrowser/sqlitebrowser	200	6947
t1-sqlitebrowser-release	https://api.github.com/repos/sqlitebrowser/sqlitebrowser/releases/latest	200	22534
t1-browserhistory-pypi	https://pypi.org/pypi/browser-history/json	200	25130
t1-browserhistory-repo	https://api.github.com/repos/browser-history/browser-history	200	7130
t2-node-sea	https://nodejs.org/api/single-executable-applications.html	200	96889
t2-node-stability	https://nodejs.org/api/documentation.html	200	27461
t2-pyinstaller-docs	https://pyinstaller.org/en/stable/	200	45903
t2-pyinstaller-wrong	https://pyinstaller.org/en/stable/when-things-go-wrong.html	200	39166
t2-pyinstaller-usage	https://pyinstaller.org/en/stable/usage.html	200	117008
t2-pyinstaller-spec	https://pyinstaller.org/en/stable/operating-mode.html	200	26574
t2-tauri-distribute	https://v2.tauri.app/distribute/	200	130089
t2-tauri-win-installer	https://v2.tauri.app/distribute/windows-installer/	200	243035
t2-tauri-sign-windows	https://v2.tauri.app/distribute/sign/windows/	200	137254
t2-electron-codesign	https://www.electronjs.org/docs/latest/tutorial/code-signing	200	74503
t2-electron-appdist	https://www.electronjs.org/docs/latest/tutorial/application-distribution	200	39872
t2-go-embed	https://pkg.go.dev/embed	200	60358
t2-rust-embed	https://api.github.com/repos/pyrossh/rust-embed	404	132
t2-smartscreen	https://learn.microsoft.com/en-us/windows/security/operating-system-security/virus-and-threat-protection/microsoft-defender-smartscreen/	200	55338
t2-cabforum-cs	https://cabforum.org/working-groups/code-signing/documents/	200	22012
t3-swgde-docs	https://www.swgde.org/documents/published-complete-listing/	200	309221
t3-swgde-home	https://www.swgde.org/documents/	200	324222
t3-nist-cftt	https://www.nist.gov/itl/ssd/software-quality-group/computer-forensics-tool-testing-program-cftt	200	87931
t3-nist-cftt-tech	https://www.nist.gov/itl/ssd/software-quality-group/cftt-technical-documents	404	70392
t3-nist-sp800-86	https://csrc.nist.gov/pubs/sp/800/86/final	200	45371
t3-fre-702	https://www.law.cornell.edu/rules/fre/rule_702	200	61092
t3-iso-27037	https://www.iso.org/standard/44381.html	403	5736
t4-sqlite-whentouse	https://www.sqlite.org/whentouse.html	200	21223
t4-sqlite-appfileformat	https://www.sqlite.org/appfileformat.html	200	27207
t4-sqlite-limits	https://www.sqlite.org/limits.html	200	21321
t4-duckdb-docs	https://duckdb.org/docs/stable/	200	473
t1-velociraptor-bulk	https://docs.velociraptor.app/docs/file_collection/bulk/	200	23503
t1-velociraptor-offlinecollector	https://docs.velociraptor.app/docs/offline_collector/	404	1555
t2-rust-embed-crates	https://crates.io/api/v1/crates/rust-embed	200	119580
t2-go-embed-spec	https://pkg.go.dev/embed@go1.24.0	200	60815
t3-nist-cftt-pubs	https://www.nist.gov/itl/ssd/software-quality-group/computer-forensics-tool-testing-program-cftt/cftt-technical	200	88569
t4-duckdb-why	https://duckdb.org/why_duckdb	200	276246
t4-duckdb-install	https://duckdb.org/docs/installation/	200	453
t4-duckdb-stable	https://duckdb.org/docs/stable/index	200	473
t4-duckdb-clients	https://duckdb.org/docs/stable/clients/overview.html	200	557
t3-swgde-docs-rendered	https://www.swgde.org/documents/published-complete-listing/	200-rendered	5532
t3-swgde-search-validation	https://www.swgde.org/?s=validation	200-rendered	7052
